Order_ID,Sale_Date,Brand,Model,Category,Color,Engine_CC,Fuel_Type,Transmission,Mileage_KMPL,Ex_Showroom_Price_INR,Discount_INR,Units_Sold,Revenue_INR,State,City,Sales_Channel,Customer_Segment,Payment_Method,Customer_Rating
IND-14997,14-02-2023,Yamaha,MT-15,Commuter,Matte Black,100,Petrol,Manual,41.2,84400,15000,13,902200,Delhi,New Delhi,Exchange,Homemaker,EMI,4.7
IND-10998,17-12-2024,KTM,Duke 200,Adventure,Racing Blue,300,Electric,Manual,N/A,,10000,15,6279000,Karnataka,Bengaluru,Exchange,Delivery Executive,Cash,4.8
IND-10804,09-05-2021,bajaj,Dominar 400,Electric,Candy Yellow,0,Electric,Manual,N/A,100700,3000,9,879300,Telangana,Hyderabad,Online,Businessman,Loan,3.8
IND-18900,25-06-2021,Royal Enfield,Classic 350,Electric,Racing Blue,0,Petrol,Manual,73.9,,2000,11,1520200,West Bengal,Kolkata,Exchange,Working Professional,UPI,4.9
IND-19139,17-09-2022,hero,Glamour,Adventure,Midnight Grey,390,BS6 Petrol,Manual,45.8,355100,10000,6,2070600,Kerala,Kochi,Company Direct,Student,EMI,3.5
IND-17372,11-01-2021,Royal Enfield,Meteor 350,Commuter,Glossy Red,100,Electric,Manual,N/A,62000,5000,8,456000,Rajasthan,Jaipur,Company Direct,Businessman,Cash,4.8
IND-13150,31-07-2022,Suzuki,V-Strom 650,Commuter,Glossy Red,100,Electric,Manual,N/A,84000,5000,12,948000,Karnataka,Bengaluru,Company Direct,Delivery Executive,Credit Card,3.6
IND-15960,02-02-2021,TVS,Raider 125,ADVENTURE,,390,BS6 Petrol,Manual,34.4,384700,,1,384700,Karnataka,Bengaluru,Online,Delivery Executive,Credit Card,4.7
IND-18683,22-07-2021,Yamaha,MT-15,Commuter,Matte Black,100,Electric,Manual,N/A,77300,0,5,386500,Tamil Nadu,Chennai,Company Direct,Student,,4.7
IND-17473,11-09-2022,TVS,Apache RTR 160,Sports,Matte Black,150,Petrol,Manual,62.7,104000,,15,1335000,Tamil Nadu,Chennai,,Student,Loan,3.8
IND-12519,03/20/2021,Yamaha,MT-15,Electric,Pearl White,0,Petrol,Manual,53.1,99400,15000,5,422000,Kerala,Kochi,Online,Homemaker,Loan,3.9
IND-18245,12-06-2023,KTM,Duke 200,Adventure,Pearl White,650,Petrol ,Manual,32.4,,2000,1,300300,Uttar Pradesh,Lucknow,Online,Homemaker,Cash,3.1
IND-17102,28-07-2023,Suzuki,V-Strom 650,Commuter,Matte Black,150,Electric,Manual,,,5000,13,990600,Delhi,New Delhi,Exchange,Student,Cash,4.1
IND-17360,16-07-2023,Mahindra,,Sports,Candy Yellow,150,Electric,Manual,N/A,189700,2000,9,1689300,Maharashtra,Mumbai,Dealership,Businessman,Credit Card,3.5
IND-19207,27-03-2024,Honda Ltd,CB300R,Superbike,Pearl White,650,Electric,Manual,N/A,502700,10000,6,2956200,Delhi,New Delhi,Dealership,Delivery Executive,Credit Card,4.3
IND-13184,22-09-2022,Mahindra,Duro DZ,Cruiser,Candy Yellow,350,Electric,Manual,N/A,213200,2000,15,3168000,Telangana,Hyderabad,Dealership,Delivery Executive,UPI,3.4
IND-14838,30-07-2023,Royal-Enfield,Classic 350,Superbike,,390,Electric,Manual,N/A,335500,15000,1,320500,Kerala,Kochi,,Delivery Executive,Loan,4
IND-12241,24-06-2021,TVS,iQube Electric,Superbike,Midnight Grey,1000,Electric,Manual,N/A,465500,15000,6,2703000,Tamil Nadu,Chennai,Online,Businessman,Credit Card,3.5
IND-18193,02-11-2021,Royal Enfield,Meteor 350,Superbike,Candy Yellow,1000,BS6,Manual,56,419500,2000,14,5845000,Maharashtra,Mumbai,Company Direct,Homemaker,Credit Card,3.2
IND-14557,14-08-2024,Suzuki,Intruder 150,Adventure,Sunset Orange,390,Electric,Manual,N/A,313800,10000,14,4253200,Tamil Nadu,Chennai,Dealership,Businessman,UPI,3.8
IND-17006,07-12-2022,Royal Enfield,Meteor 350,Electric,Glossy Red,0,BS6 Petrol,Manual,60.3,104400,15000,2,178800,West Bengal,Kolkata,Company Direct,Delivery Executive,Cash,3.1
IND-18295,04-04-2021,Jawa,42 Bobber,Adventure,Glossy Red,300,BS6 Petrol,Manual,35.7,395700,10000,2,771400,Telangana,Hyderabad,,Homemaker,Loan,3.1
IND-18085,10-09-2023,Honda,CB300R,Electric,Racing Blue,0,Electric,Manual,N/A,146100,10000,5,680500,Tamil Nadu,Chennai,Company Direct,Working Professional,UPI,4.2
IND-19717,23-01-2021,Yamaha,MT-15,Superbike,Glossy Red,650,Petrol,Manual,66.5,508900,10000,7,3492300,Kerala,Kochi,Company Direct,Student,Credit Card,3.3
IND-15140,02-06-2022,Honda,Activa 6G,Commuter,Candy Yellow,100,BS6 Petrol,Manual,57.3,81400,15000,3,199200,West Bengal,Kolkata,Online,Student,Credit Card,
IND-14138,23-04-2023,Mahindra,Rodeo RZ,Scooter,Lime Green,110,Electric,Manual,N/A,115300,10000,13,1368900,Telangana,Hyderabad,Dealership,Student,Credit Card,3.6
IND-11379,28-08-2022,Hero,,Commuter,Racing Blue,100,Petrol,Manual,74.9,85300,15000,9,632700,Rajasthan,Jaipur,Dealership,Delivery Executive,EMI,3.3
IND-18436,19-06-2024,Suzuki,,Adventure,Candy Yellow,390,Petrol,Manual,72.1,209000,15000,9,1746000,delhi,New Delhi,Dealership,Homemaker,Credit Card,3.8
IND-10031,08/29/2022,TVS,Ntorq 125,Scooter,Pearl White,125,BS6 Petrol,Manual,58,113400,,2,196800,DELHI,New Delhi,Exchange,Homemaker,UPI,3.8
IND-15026,01-11-2022,Bajaj,Platina 110,Scooter,Pearl White,110,Electric,Manual,N/A,90100,0,6,540600,Delhi,New Delhi,Company Direct,Businessman,Loan,4
IND-10367,29-08-2022,KTM,Duke 200,ADVENTURE,Matte Black,390,BS6 Petrol,Manual,44.6,322700,3000,14,4475800,Kerala,Kochi,Online,Student,Loan,3.3
IND-11176,30-04-2022,TVS,Jupiter,Sports,Midnight Grey,150,Petrol,Manual,41.5,177000,,2,344000,DELHI,New Delhi,Company Direct,Working Professional,EMI,3.7
IND-12548,24-06-2024,Royal Enfield,Thunderbird 350X,Superbike,,1000,Electric,Manual,N/A,310900,3000,14,4310600,Karnataka,Bengaluru,Company Direct,Student,Cash,3.7
IND-19773,11-12-2021,KTM,Adventure 390,Superbike,Sunset Orange,390,Petrol,Manual,72.7,491600,3000,9,4397400,Telangana,Hyderabad,Exchange,Businessman,EMI,3.6
IND-15310,24-12-2022,Honda,,Adventure,Candy Yellow,650,Petrol,Manual,59.3,218800,,1,211800,Tamil Nadu,Chennai,Dealership,Student,Loan,3.7
IND-13432,05-02-2021,Honda,Activa 6G,Electric,Midnight Grey,0,BS6 Petrol,Manual,40.4,146200,15000,5,656000,Tamil Nadu,Chennai,Company Direct,Working Professional,Loan,4.4
IND-15543,07-04-2021,TVS,iQube Electric,Sports,Pearl White,250,Petrol,Manual,37.8,141800,15000,13,1648400,Maharashtra,Mumbai,Online,Businessman,,3.1
IND-18702,07-09-2021,Royal Enfield,Thunderbird 350X,Cruiser,Pearl White,500,Petrol,Manual,70.9,176300,15000,7,1129100,Tamil Nadu,Chennai,,Delivery Executive,Cash,4.8
IND-18778,12-10-2024,TVS,Ntorq 125,Commuter,Lime Green,150,BS6 Petrol,Manual,72.1,87700,5000,4,330800,Delhi,New Delhi,Exchange,Businessman,Cash,4.1
IND-18937,01-06-2022,Bajaj,CT110,Adventure,Racing Blue,650,BS6 Petrol,Manual,35.9,238700,7000,10,2317000,Kerala,Kochi,Dealership,Delivery Executive,UPI,4
IND-20019,21-11-2023,Jawa,Jawa 42,Electric,Lime Green,0,Electric,Manual,,124000,7000,15,1755000,Telangana,Hyderabad,Dealership,Student,Credit Card,3.6
IND-17732,03-12-2024,Mahindra,Gusto 125,Superbike,Racing Blue,390,BS6 Petrol,Manual,58.8,361500,,3,1084500,Rajasthan,Jaipur,Online,Working Professional,EMI,4.7
IND-19871,12-10-2022,Hero,Glamour,Electric,Glossy Red,0,BS6 Petrol,Manual,74.5,109400,3000,1,106400,Telangana,Hyderabad,Online,Businessman,Loan,3.9
IND-15495,09-08-2022,Suzuki,Access 125,Cruiser,Sunset Orange,220,Petrol,Manual,40.5,165400,0,12,1984800,karnataka,Bengaluru,Company Direct,Student,Credit Card,4.4
IND-12733,01-07-2024,Suzuki,V-Strom 650,Superbike,Midnight Grey,1000,Petrol,Manual,32.4,586100,5000,9,5229900,Uttar Pradesh,Lucknow,Exchange,Homemaker,Credit Card,3.9
IND-13127,20-07-2023,Mahindra,Rodeo RZ,Sports,Candy Yellow,150,BS6 Petrol,Manual,44.5,135900,15000,3,362700,GUJARAT,Ahmedabad,Dealership,Delivery Executive,EMI,4.7
IND-13254,26-01-2021,Bajaj,Pulsar NS200,Cruiser,Candy Yellow,220,BS6 Petrol,Manual,68.9,99999999,15000,7,1034600,Gujarat,Ahmedabad,Online,Homemaker,Cash,4.7
IND-12348,02-05-2023,TVS,Ntorq 125,Electric,Racing Blue,0,Electric,Manual,N/A,,,4,567600,Uttar Pradesh,Lucknow,Company Direct,Working Professional,Credit Card,3.9
IND-15891,14-03-2023,Yamaha,,Scooter,Midnight Grey,125,Electric,Manual,N/A,109900,5000,4,419600,Karnataka,Bengaluru,Exchange,Working Professional,UPI,4.8
IND-17520,14-02-2021,Yamaha,Fascino 125,Scooter,Sunset Orange,150,Electric,Manual,500,93700,5000,11,975700,West Bengal,Kolkata,Online,Student,EMI,4.1
IND-12826,21-01-2021,Bajaj,CT110,Superbike,Pearl White,650,Electric,Manual,N/A,369800,2000,1,367800,Tamil Nadu,Chennai,Online,Homemaker,UPI,3.8
IND-12400,20-11-2023,Bajaj,Platina 110,Cruiser,Glossy Red,500,Petrol,Manual,50.1,185000,2000,4,732000,Uttar Pradesh,Lucknow,Online,Student,Loan,4.8
IND-17574,17-11-2023,Honda,Shine,Adventure,Glossy Red,300,BS6 Petrol,Manual,68.1,292700,15000,14,3887800,Kerala,Kochi,Online,Homemaker,UPI,3.8
IND-17570,29-03-2021,Yamaha,FZ-S V3,Superbike,Candy Yellow,390,BS6 Petrol,Manual,49.1,538900,7000,13,6914700,Gujarat,Ahmedabad,Exchange,Homemaker,UPI,3.3
IND-12039,15-11-2022,Hero,Glamour,Cruiser,Lime Green,500,EV,Manual,N/A,216300,2000,4,857200,Delhi,New Delhi,Exchange,Businessman,Cash,4.1
IND-11251,23-11-2022,Suzuki,Access 125,Superbike,Racing Blue,1000,BS6 Petrol,Manual,72.1,478300,5000,3,1419900,Delhi,New Delhi,Dealership,Businessman,Cash,4.1
IND-15666,03-07-2023,Mahindra,Rodeo RZ,Adventure,Glossy Red,300,Petrol,Manual,62,298800,7000,12,3501600,Kerala,Kochi,Online,Student,EMI,3.6
IND-10002,14.01.2021,TVS Motors,,Adventure,Glossy Red,300,BS6 Petrol,Manual,62.2,383800,7000,7,2637600,Uttar Pradesh,Lucknow,Company Direct,Delivery Executive,UPI,
IND-16384,01-07-2024,Honda,Shine,Superbike,Matte Black,650,Petrol,Manual,72.5,380000,7000,14,5222000,Tamil Nadu,Chennai,Exchange,Delivery Executive,EMI,
IND-17127,29-01-2024,Suzuki,V-Strom 650,commuter,Matte Black,110,Petrol,Manual,41.6,66400,,15,771000,Uttar Pradesh,Lucknow,Online,Student,Cash,
IND-10941,18-02-2021,Hero,Glamour,Cruiser,Matte Black,350,Electric,Manual,N/A,152500,15000,12,1650000,Uttar Pradesh,Lucknow,Online,Businessman,UPI,4.7
IND-10903,05-02-2021,Yamaha,FZ-S V3,Adventure,Midnight Grey,390,Electric,Manual,N/A,288400,10000,5,1392000,Maharashtra,Mumbai,Exchange,Working Professional,UPI,3.7
IND-19958,18-03-2021,Honda,,Sports,Midnight Grey,200,BS6 Petrol,Manual,,,7000,10,1586000,Gujarat,Ahmedabad,Exchange,Homemaker,Cash,4.9
IND-12243,18-01-2024,KTM,RC 200,Commuter,Pearl White,125,Petrol,Manual,72.7,74100,10000,14,897400,Karnataka,Bengaluru,Online,Working Professional,EMI,4.6
IND-10980,25-05-2022,Suzuki,Gixxer 250,Sports,Matte Black,200,Petrol,Manual,34.4,154000,15000,1,139000,West Bengal,Kolkata,Exchange,Businessman,UPI,3.7
IND-10148,02-09-2023,TVS,Jupiter,Commuter,Pearl White,125,Electric,Manual,N/A,85900,0,11,944900,Karnataka,Bengaluru,Dealership,Delivery Executive,Cash,
IND-16787,23-03-2023,Yamaha,MT-15,Commuter,Midnight Grey,125,Electric,Manual,N/A,57600,15000,9,383400,Uttar Pradesh,Lucknow,Exchange,Delivery Executive,UPI,3
IND-14491,09-04-2021,KTM,Duke 390,Sports,Candy Yellow,200,Petrol,Manual,55.6,134300,0,11,1477300,West Bengal,Kolkata,Dealership,Businessman,UPI,3.9
IND-10817,31-01-2024,Jawa,Yezdi Scrambler,Superbike,Lime Green,1000,BS6 Petrol,Manual,63.2,589600,,1,584600,Rajasthan,Jaipur,Company Direct,Working Professional,Credit Card,4.4
IND-11677,04-09-2021,KTM,Duke 390,Scooter,Racing Blue,110,Petrol,Manual,47.8,112200,5000,11,1179200,Uttar Pradesh,Lucknow,Dealership,Homemaker,Credit Card,4.4
IND-15205,31-10-2021,Honda,CB Unicorn,Commuter,Lime Green,150,Petrol,Manual,48.9,78300,0,13,1017900,Kerala,Kochi,Company Direct,Working Professional,EMI,4.3
IND-15798,30-11-2023,Yamaha,Fascino 125,Superbike,Sunset Orange,1000,Petrol,Manual,36.5,560600,7000,3,1660800,Telangana,Hyderabad,Online,Homemaker,UPI,4.2
IND-15495,09-08-2022,Suzuki,Access 125,Cruiser,Sunset Orange,220,Petrol,Manual,40.5,165400,0,12,1984800,karnataka,Bengaluru,Company Direct,Student,Credit Card,4.4
IND-18435,09-10-2022,Yamaha,MT-15,Scooter,Midnight Grey,150,Petrol,Manual,65.8,87200,10000,3,231600,Tamil Nadu,Chennai,Online,Homemaker,Loan,3.1
IND-16038,21-10-2023,Bajaj,Pulsar NS200,Adventure,Sunset Orange,650,Petrol,Manual,42.3,272300,5000,12,3207600,Karnataka,Bengaluru,Dealership,Businessman,Cash,3.6
IND-12657,15-11-2021,Bajaj,CT110,Commuter,Racing Blue,125,BS6 Petrol,Manual,41.1,88300,7000,5,406500,Delhi,New Delhi,Online,Homemaker,,4.1
IND-19272,12-02-2021,Mahindra,Centuro,Sports,Midnight Grey,200,BS6 Petrol,Manual,66.1,159600,,1,157600,Gujarat,Ahmedabad,Company Direct,Working Professional,UPI,4
IND-18206,29-04-2022,Honda,CB300R,Electric,Sunset Orange,0,Electric,Manual,,120300,0,15,1804500,Karnataka,Bengaluru,Dealership,Homemaker,EMI,3.6
IND-18919,25-04-2024,Royal Enfield,Bullet 350,Commuter,Sunset Orange,110,Petrol,Manual,74.8,83400,2000,3,244200,Tamil Nadu,Chennai,Exchange,Delivery Executive,UPI,3.1
IND-15698,09-10-2022,Suzuki,Intruder 150,Electric,Matte Black,0,BS6 Petrol,Manual,47.9,114800,,5,549000,Maharashtra,Mumbai,Exchange,Businessman,EMI,3.4
IND-14654,25-10-2022,TVS,Apache RTR 160,SPORTS,Glossy Red,160,Petrol,Manual,47.1,170200,15000,7,1086400,Maharashtra,Mumbai,Dealership,Homemaker,Cash,4
IND-11489,22-09-2021,KTM,RC 200,Electric,Candy Yellow,0,PETROL,Manual,53.4,130800,10000,7,845600,Delhi,New Delhi,Company Direct,Businessman,EMI,4.2
IND-13061,05-03-2021,Royal Enfield,Bullet 350,Sports,Racing Blue,200,Petrol ,Manual,60.3,176100,999999,5,855500,Maharashtra,Mumbai,Dealership,Student,EMI,3.6
IND-11177,24-07-2021,Mahindra,Mojo 300,Commuter,Sunset Orange,110,BS6 Petrol,Manual,32,73100,7000,3,198300,Maharashtra,Mumbai,Company Direct,Working Professional,Credit Card,4.8
IND-14680,25-01-2024,honda,Hornet 2.0,Superbike,Candy Yellow,650,Petrol,Manual,69.7,527300,5000,1,522300,Kerala,Kochi,Company Direct,Homemaker,,4.6
IND-12338,26-05-2021,KTM,Duke 390,Superbike,Racing Blue,650,Electric,Manual,N/A,540300,0,3,1620900,West Bengal,Kolkata,Company Direct,Working Professional,Loan,
IND-12922,15-11-2021,Hero,Passion Pro,Commuter,Racing Blue,150,Petrol,Manual,60.7,87300,5000,6,493800,Karnataka,Bengaluru,Company Direct,Student,Credit Card,3.2
IND-11076,12-04-2023,Suzuki,Gixxer 250,Sports,Candy Yellow,160,Petrol,Manual,62.2,9999999,15000,2,302200,West Bengal,Kolkata,,Student,UPI,3.5
IND-18563,02/15/2024,Royal Enfield India,Thunderbird 350X,Scooter,Glossy Red,125,Petrol,Manual,44.2,103300,7000,11,1059300,Karnataka,Bengaluru,Company Direct,Student,UPI,4.7
IND-15288,13.05.2021,Bajaj,,Cruiser,Glossy Red,500,BS6 Petrol,Manual,40.7,244600,0,14,3424400,Maharashtra,Mumbai,Exchange,Delivery Executive,Credit Card,3.6
IND-11252,28-01-2023,KTM,Duke 200,Cruiser,Lime Green,500,Petrol,Manual,37.7,227200,2000,14,3152800,Uttar Pradesh,Lucknow,Exchange,Delivery Executive,Loan,4.6
IND-19577,25-04-2022,Jawa,42 Bobber,Electric,Midnight Grey,0,Electric,Manual,N/A,91200,3000,14,1234800,Uttar Pradesh,Lucknow,Exchange,Working Professional,Credit Card,3.5
IND-10669,25-10-2022,Suzuki,Intruder 150,Cruiser,Lime Green,220,Electric,Manual,N/A,219100,10000,5,1045500,Delhi,New Delhi,,Delivery Executive,Credit Card,3.2
IND-16794,13-03-2021,Jawa,42 Bobber,Sports,Pearl White,250,BS6 Petrol,Manual,69,133400,,12,1564800,Gujarat,Ahmedabad,Exchange,Businessman,Credit Card,3
IND-12963,21-12-2021,TVS,iQube Electric,CRUISER,Sunset Orange,350,BS6 Petrol,Manual,74,226700,2000,12,2696400,Tamil Nadu,Chennai,Dealership,Delivery Executive,UPI,4.5
IND-12605,12-09-2022,Suzuki,Gixxer 250,Cruiser,Matte Black,500,BS-6,Manual,38.9,233100,10000,11,2454100,Kerala,Kochi,Company Direct,Homemaker,Credit Card,4.8
IND-13976,22-10-2023,honda,Activa 6G,Electric,Glossy Red,0,electric,Manual,N/A,96300,15000,10,813000,Rajasthan,Jaipur,Company Direct,Delivery Executive,Credit Card,4
IND-13991,10-01-2022,Yamaha,FZ-S V3,Electric,Pearl White,0,BS6 Petrol,Manual,60.4,142800,10000,5,664000,Karnataka,Bengaluru,Company Direct,Working Professional,Credit Card,3.5
IND-11010,17-10-2023,Suzuki,Burgman Street,Adventure,Sunset Orange,650,EV,Manual,N/A,268500,0,13,3490500,Tamil Nadu,Chennai,Company Direct,Working Professional,EMI,4.1
IND-17289,12-05-2024,HONDA,CB Unicorn,Superbike,Candy Yellow,1000,BS6 Petrol,Manual,67.2,517100,15000,13,6527300,West Bengal,Kolkata,Exchange,Businessman,Loan,4.5
IND-16180,04-09-2023,Jawa,Jawa 42,Sports,Midnight Grey,250,Electric,Manual,,181700,7000,12,2096400,Telangana,Hyderabad,Exchange,Delivery Executive,Loan,3.4
IND-19377,11-05-2022,bajaj,Avenger 220,Sports,Lime Green,150,BS6 Petrol,Manual,54,147900,3000,10,1449000,Maharashtra,Mumbai,Company Direct,Delivery Executive,Loan,4.3
IND-16598,14-11-2022,KTM,Duke 390,Electric,Pearl White,0,Electric,Manual,N/A,144900,,15,2128500,Gujarat,Ahmedabad,Dealership,Student,EMI,4.4
IND-14215,10-10-2024,Hero Motocorp,Glamour,Commuter,Pearl White,110,BS6 Petrol,Manual,69.1,60400,15000,12,544800,Gujarat,Ahmedabad,Exchange,Homemaker,UPI,4.9
IND-16319,11/29/2024,Jawa,Perak,Sports,Candy Yellow,200,BS6 Petrol,Manual,30.3,184400,3000,5,907000,Rajasthan,Jaipur,Exchange,Homemaker,Credit Card,
IND-13817,04-07-2021,TVS,Apache RTR 160,Electric,Candy Yellow,0,BS6 Petrol,Manual,42.9,138000,5000,2,266000,Uttar Pradesh,Lucknow,Online,Student,Cash,3
IND-14103,14-11-2022,Mahindra,Duro DZ,Commuter,Pearl White,150,BS6 Petrol,Manual,59.8,72500,2000,12,846000,Uttar Pradesh,Lucknow,Exchange,Homemaker,Cash,3.4
IND-12625,07-04-2021,Suzuki,Gixxer 250,Commuter,Glossy Red,125,BS6 Petrol,Manual,35,62900,2000,6,365400,Gujarat,Ahmedabad,Exchange,Homemaker,Loan,3.6
IND-12564,12-06-2022,Honda,Hornet 2.0,Adventure,Racing Blue,650,Petrol,Manual,59.3,327900,7000,4,1283600,Rajasthan,Jaipur,Exchange,Homemaker,EMI,4
IND-16725,16-01-2021,Yamaha,FZ-S V3,Electric,Sunset Orange,0,Petrol,Manual,62.8,89000,3000,6,516000,Karnataka,Bengaluru,Dealership,Businessman,Cash,4.9
IND-17400,12-08-2024,Hero,Passion Pro,Sports,Glossy Red,150,Petrol,Manual,72.3,147200,-5000,13,1822600,Delhi,New Delhi,Dealership,Working Professional,,4.4
IND-14528,05/20/2023,Hero,HF Deluxe,Electric,Matte Black,0,BS6 Petrol,Manual,30.4,119700,0,2,239400,Karnataka,Bengaluru,Dealership,Homemaker,Loan,3.7
IND-17523,15-06-2022,Honda,Hornet 2.0,Superbike,Glossy Red,390,Petrol,Manual,51.1,,10000,12,5433600,Gujarat,Ahmedabad,Dealership,Delivery Executive,Loan,4.7
IND-18348,04-09-2024,Suzuki,Access 125,Commuter,,110,Electric,Manual,N/A,56700,3000,2,107400,Telangana,Hyderabad,Company Direct,Student,EMI,4.6
IND-14597,25-08-2023,Honda,CB300R,Adventure,Matte Black,300,petrol,Manual,,260600,0,4,1042400,Kerala,Kochi,Company Direct,Working Professional,Loan,4.1
IND-17724,25-03-2024,Royal Enfield,Himalayan,Electric,Pearl White,0,Electric,Manual,N/A,93500,0,1,93500,Maharashtra,Mumbai,Company Direct,Delivery Executive,Loan,3.7
IND-10637,16-07-2024,Royal Enfield,Thunderbird 350X,CRUISER,Glossy Red,220,Petrol,Manual,48.5,228400,5000,2,446800,Telangana,Hyderabad,Online,Businessman,EMI,4.2
IND-19910,02-03-2022,TVS,Apache RTR 160,Electric,Sunset Orange,0,BS6 Petrol,Manual,62.5,106800,5000,4,407200,Tamil Nadu,Chennai,Company Direct,Delivery Executive,Cash,3.4
IND-11388,21-09-2022,Royal Enfield,Classic 350,Superbike,Racing Blue,1000,Electric,Manual,,440000,10000,11,4730000,Karnataka,Bengaluru,Online,Working Professional,Loan,4.7
IND-11574,04-10-2023,Jawa,42 Bobber,Cruiser,Sunset Orange,220,Electric,Manual,N/A,169400,10000,14,2231600,Maharashtra,Mumbai,Online,Student,Cash,3.4
IND-17489,14-06-2021,Yamaha,R15 V4,Cruiser,Racing Blue,500,Electric,Manual,N/A,238600,3000,13,3062800,Karnataka,Bengaluru,Exchange,Working Professional,Credit Card,4
IND-16075,15-06-2024,Royal Enfield,Thunderbird 350X,Superbike,Midnight Grey,650,Petrol,Manual,71.4,320300,15000,1,305300,Uttar Pradesh,Lucknow,Exchange,Student,Loan,4
IND-10305,11-11-2022,Honda,CB Unicorn,Electric,Racing Blue,0,BS6 Petrol,Manual,67.6,106900,7000,14,1398600,RAJASTHAN,Jaipur,Dealership,Working Professional,EMI,3.9
IND-17928,19-12-2023,TVS Motors,Raider 125,Superbike,,390,BS6 Petrol,Manual,59.6,489900,10000,5,2399500,Rajasthan,Jaipur,Exchange,Working Professional,Credit Card,4.5
IND-10576,19-05-2021,Royal Enfield,Himalayan,Commuter,Matte Black,150,Petrol,Manual,32.2,74900,3000,4,287600,Karnataka,Bengaluru,Company Direct,Student,EMI,4.1
IND-12715,27-11-2022,KTM,Duke 200,Cruiser,Midnight Grey,500,Electric,Manual,N/A,163900,3000,8,1287200,Tamil Nadu,Chennai,Online,Homemaker,Credit Card,3.9
IND-18310,20-04-2024,TVS,Ntorq 125,Scooter,Glossy Red,125,BS6 Petrol,Manual,45.7,79200,,2,152400,West Bengal,Kolkata,Exchange,Working Professional,,3.7
IND-18225,05-10-2021,TVS,iQube Electric,Sports,Glossy Red,160,BS6 Petrol,Manual,74.6,197500,10000,8,1500000,Tamil Nadu,Chennai,Company Direct,Working Professional,UPI,3.5
IND-19063,31-03-2023,TVS Motors,Jupiter,Superbike,Midnight Grey,390,Petrol ,Manual,,436800,7000,10,4298000,Rajasthan,Jaipur,Company Direct,Student,Loan,4
IND-16187,05-11-2021,Suzuki,Intruder 150,Sports,Candy Yellow,160,Petrol,Manual,33.6,174100,10000,9,1476900,West Bengal,Kolkata,Dealership,Delivery Executive,EMI,5
IND-10160,21-01-2024,Suzuki,Gixxer 250,Electric,Matte Black,0,bs6 petrol,Manual,35.3,131500,7000,3,373500,Uttar Pradesh,Lucknow,Dealership,Student,UPI,3.9
IND-18827,19-11-2022,KTM,Duke 390,Scooter,Midnight Grey,125,Electric,Manual,N/A,107100,5000,5,510500,Kerala,Kochi,Exchange,Student,,4.8
IND-14878,07/26/2023,Royal Enfield,Himalayan,Electric,,0,Petrol,Manual,57.9,99000,10000,9,801000,Uttar Pradesh,Lucknow,Company Direct,Working Professional,UPI,4.5
IND-16538,08-04-2021,Bajaj,CT110,Sports,Matte Black,150,Electric,Manual,N/A,144900,0,12,1738800,Delhi,New Delhi,Dealership,Student,,4.6
IND-14226,30-04-2022,Royal Enfield,Bullet 350,Adventure,Midnight Grey,300,BS6 Petrol,Manual,54.9,226200,3000,7,1562400,Uttar Pradesh,Lucknow,Dealership,Working Professional,,3.7
IND-14339,29-07-2024,Honda,Activa 6G,Superbike,Racing Blue,1000,Electric,Manual,N/A,561400,,3,1669200,Tamil Nadu,Chennai,Company Direct,Businessman,EMI,
IND-14426,08-07-2021,TVS,Ntorq 125,Superbike,Sunset Orange,390,Electric,Manual,N/A,477800,2000,8,3806400,Delhi,New Delhi,Online,Businessman,Loan,4.5
IND-19784,05-08-2024,Mahindra,Centuro,Electric,Sunset Orange,0,Electric,Manual,N/A,146700,,3,434100,Tamil Nadu,Chennai,Online,Homemaker,EMI,3.1
IND-15176,05-08-2022,Hero,Glamour,Scooter,Midnight Grey,110,electric,Manual,,93700,3000,13,1179100,Gujarat,Ahmedabad,Company Direct,Working Professional,Cash,4.2
IND-19143,15-04-2023,Yamaha,R15 V4,Superbike,Glossy Red,650,Electric,Manual,N/A,429000,15000,5,2070000,Gujarat,Ahmedabad,Dealership,Working Professional,EMI,3.3
IND-16475,13-11-2022,TVS,Raider 125,Adventure,Lime Green,300,BS6 Petrol,Manual,62.5,344400,5000,12,4072800,Maharashtra,Mumbai,Dealership,Student,Credit Card,4.5
IND-12991,08-11-2022,Royal Enfield,Himalayan,Scooter,Pearl White,110,BS-6,Manual,50.1,117800,7000,7,775600,Rajasthan,Jaipur,Online,Homemaker,UPI,3.8
IND-16876,22-06-2024,Bajaj,,Sports,Glossy Red,200,Petrol,Manual,,183200,7000,11,1938200,Delhi,New Delhi,Dealership,Working Professional,UPI,3.6
IND-10711,25-06-2023,Yamaha,R15 V4,Electric,Sunset Orange,0,Petrol,Manual,73.7,93900,999999,12,1006800,Rajasthan,Jaipur,Exchange,Delivery Executive,Loan,3.4
IND-13954,14-09-2023,Jawa,Jawa Classic,Commuter,Pearl White,125,Petrol,Manual,33.2,87200,7000,2,160400,Maharashtra,Mumbai,Dealership,Homemaker,EMI,4.1
IND-18031,25-11-2022,Suzuki,Gixxer 250,Commuter,Pearl White,100,BS6 Petrol,Manual,35.2,,,3,242400,Rajasthan,Jaipur,Dealership,Delivery Executive,EMI,4.4
